index,created_at,favorite_count,id_str,is_retweet,retweet_count,source,text,sentiment
344,1/19/18 22:17,65007,9.54478E+17,FALSE,13138,Twitter for iPhone,Excellent preliminary meeting in Oval with @SenSchumer - working on solutions for Security and our great Military together with @SenateMajLdr McConnell and @SpeakerRyan. Making progress - four week extension would be best!,0.9595
345,1/19/18 20:53,129151,9.54457E+17,FALSE,28082,Twitter for iPhone,Just signed 702 Bill to reauthorize foreign intelligence collection. This is NOT the same FISA law that was so wrongly abused during the election. I will always do the right thing for our country and put the safety of the American people first!,0.3846
346,1/19/18 18:39,96877,9.54423E+17,FALSE,25081,Twitter for iPhone,Today I was honored and proud to address the 45th Annual @March_for_Life! You are living witnesses of this year’s March for Life theme: #LoveSavesLives. https://t.co/DMST4qhDmp,0.8016
347,1/19/18 16:28,49735,9.5439E+17,FALSE,15651,Twitter for iPhone,“Shutting down the government is a very serious thing. People die accidents happen. I don’t know how I would vote right now on a CR OK?” Sen. Dianne Feinstein (D-Calif) https://t.co/7xP3CBnv5j,-0.7778
348,1/19/18 16:14,44108,9.54386E+17,FALSE,8564,Twitter for iPhone,.@WhiteHouse Briefing with Director Marc Short and Director Mick Mulvaney... https://t.co/0O0VsYXmHB,0
349,1/19/18 12:04,110987,9.54324E+17,FALSE,26110,Twitter for iPhone,Government Funding Bill past last night in the House of Representatives. Now Democrats are needed if it is to pass in the Senate - but they want illegal immigration and weak borders. Shutdown coming? We need more Republican victories in 2018!,-0.8622
350,1/18/18 23:39,102080,9.54136E+17,FALSE,20416,Twitter for iPhone,House of Representatives needs to pass Government Funding Bill tonight. So important for our country - our Military needs it!,0.3367
351,1/18/18 21:04,103585,9.54097E+17,FALSE,26240,Twitter for iPhone,AMERICA will once again be a NATION that thinks big dreams bigger and always reaches for the stars. YOU are the ones who will shape America’s destiny. YOU are the ones who will restore our prosperity. And YOU are the ones who are MAKING AMERICA GREAT AGAIN! #MAGA https://t.co/f2abNK47II,0.8814
352,1/18/18 20:45,76045,9.54092E+17,FALSE,15312,Twitter for iPhone,Departing Pittsburgh now where it was my great honor to stand with our incredible workers and to show the world that AMERICA is back - and we are coming back bigger and better and stronger than ever before! https://t.co/kWPgylqFzj,0.92
353,1/18/18 13:49,90978,9.53988E+17,FALSE,21966,Twitter for iPhone,A government shutdown will be devastating to our military...something the Dems care very little about!,-0.3382
354,1/18/18 13:37,62752,9.53985E+17,FALSE,12110,Twitter for iPhone,CHIP should be part of a long term solution not a 30 Day or short term extension!,0.3802
355,1/18/18 13:16,124070,9.53979E+17,FALSE,29311,Twitter for iPhone,We need the Wall for the safety and security of our country. We need the Wall to help stop the massive inflow of drugs from Mexico now rated the number one most dangerous country in the world. If there is no Wall there is no Deal!,-0.2698
356,1/18/18 12:53,85634,9.53974E+17,FALSE,17299,Twitter for iPhone,Will be going to Pennsylvania today in order to give my total support to RICK SACCONE running for Congress in a Special Election (March 13). Rick is a great guy. We need more Republicans to continue our already successful agenda!,0.9273
357,1/18/18 11:25,112438,9.53951E+17,FALSE,28282,Twitter for iPhone,....The Wall will be paid for directly or indirectly or through longer term reimbursement by Mexico which has a ridiculous $71 billion dollar trade surplus with the U.S. The $20 billion dollar Wall is “peanuts” compared to what Mexico makes from the U.S. NAFTA is a bad joke!,-0.6239
358,1/18/18 11:15,94684,9.53949E+17,FALSE,21731,Twitter for iPhone,The Wall is the Wall it has never changed or evolved from the first day I conceived of it. Parts will be of necessity see through and it was never intended to be built in areas where there is natural protection such as mountains wastelands or tough rivers or water.....,0.25
359,1/18/18 1:11,179374,9.53797E+17,FALSE,40177,Twitter for iPhone,ISIS is in retreat our economy is booming investments and jobs are pouring back into the country and so much more! Together there is nothing we can’t overcome--even a very biased media. We ARE Making America Great Again!,0.6238
360,1/18/18 1:05,112497,9.53796E+17,FALSE,22540,Twitter for iPhone,Despite some very corrupt and dishonest media coverage there are many great reporters I respect and lots of GOOD NEWS for the American people to be proud of!,0.8823
361,1/18/18 1:00,112931,9.53794E+17,FALSE,41677,Twitter for iPhone,And the FAKE NEWS winners are... https://t.co/59G6x2f7fD,-0.186
362,1/17/18 23:36,68259,9.53773E+17,FALSE,15704,Twitter for iPhone,Main Street is BACK! Strongest Holiday Sales bump since the Great Recession -- beating forecasts by BILLIONS OF DOLLARS. https://t.co/kDcGbMieSt,0.636
