index,publishedAt,sentiment,type
0,2018-01-11T17:44:00Z,0.4767,news
1,2018-01-11T16:45:10Z,-0.4939,news
2,2018-01-11T18:48:13Z,0.1779,news
3,2018-01-11T04:40:56Z,0.5849,news
4,2018-01-11T15:10:00Z,-0.8442,news
5,2018-01-11T01:55:00Z,-0.4939,news
6,2018-01-11T10:45:20Z,0,news
7,2018-01-11T13:01:53Z,-0.296,news
8,2018-01-11T19:27:10Z,-0.5023,news
9,2018-01-11T01:32:51Z,-0.6124,news
10,2018-01-11T03:35:00Z,0.4019,news
11,2018-01-11T10:45:21Z,0.3612,news
12,2018-01-11T10:45:20Z,-0.6124,news
13,2018-01-11T11:00:16Z,0,news
14,2018-01-11T10:40:54Z,0,news
15,2018-01-11T19:13:13Z,0,news
16,2018-01-11T15:33:06Z,0.8908,news
17,2018-01-11T22:13:48Z,0.5859,news
18,2018-01-11T15:42:54Z,0.0186,news
19,2018-01-11T18:18:31Z,-0.9538,news
0,2018-01-12T22:21:00Z,0.8805,news
1,2018-01-12T10:46:49Z,0.5106,news
2,2018-01-12T10:45:24Z,0.3182,news
3,2018-01-12T23:05:52Z,0,news
4,2018-01-12T12:52:43Z,-0.6486,news
5,2018-01-12T03:50:49Z,0.765,news
6,2018-01-12T17:22:09Z,0,news
7,2018-01-12T01:22:56Z,-0.0772,news
8,2018-01-12T17:28:50Z,-0.8271,news
9,2018-01-12T22:36:56Z,0.2869,news
10,2018-01-12T17:20:57Z,-0.0516,news
11,2018-01-12T05:01:07Z,0,news
12,2018-01-12T18:34:46Z,0.4404,news
13,2018-01-12T17:26:06Z,0.3182,news
14,2018-01-12T04:41:18Z,-0.5267,news
15,2018-01-12T22:44:39Z,-0.5267,news
16,2018-01-12T14:36:40Z,-0.7351,news
17,2018-01-12T10:37:07Z,0.3903,news
18,2018-01-12T06:06:38Z,-0.9062,news
19,2018-01-12T14:46:53Z,-0.823,news
0,2018-01-13T23:15:00Z,0.4767,news
1,2018-01-13T01:04:01Z,-0.2732,news
2,2018-01-13T21:07:29Z,0.2023,news
3,2018-01-13T15:59:07Z,-0.7845,news
4,2018-01-13T02:17:39Z,0.6177,news
5,2018-01-13T19:06:17Z,-0.9677,news
6,2018-01-13T02:15:43Z,0.4404,news
7,2018-01-13T02:03:46Z,-0.6597,news
8,2018-01-13T02:01:45Z,0.1511,news
9,2018-01-13T01:17:33Z,-0.7184,news
10,2018-01-13T02:21:42Z,0.4404,news
11,2018-01-13T01:13:04Z,-0.2023,news
12,2018-01-13T17:26:55Z,0.7506,news
13,2018-01-13T00:29:47Z,-0.6249,news
14,2018-01-13T12:13:11Z,-0.34,news
15,2018-01-13T18:30:05Z,-0.1911,news
16,2018-01-13T10:21:00Z,-0.296,news
17,2018-01-13T15:55:21Z,0.8689,news
18,2018-01-13T20:21:37Z,-0.9042,news
19,2018-01-13T18:28:00Z,0,news
0,2018-01-14T14:00:16Z,0.5423,news
1,2018-01-14T19:25:00Z,-0.8543,news
2,2018-01-14T19:40:19Z,0,news
3,2018-01-14T19:24:28Z,0,news
4,2018-01-14T23:21:40Z,-0.25,news
5,2018-01-14T12:09:56Z,0.7506,news
6,2018-01-14T21:15:26Z,0,news
7,2018-01-14T11:00:47Z,0.2023,news
8,2018-01-14T22:32:44Z,-0.296,news
9,2018-01-14T00:24:39Z,0,news
10,2018-01-14T19:24:07Z,-0.4019,news
11,2018-01-14T16:20:29Z,-0.4404,news
12,2018-01-14T14:46:52Z,-0.6124,news
13,2018-01-14T14:45:33Z,-0.5267,news
14,2018-01-14T20:19:14Z,-0.9643,news
15,2018-01-14T19:36:00Z,0.4215,news
16,2018-01-14T07:32:43Z,0.2263,news
17,2018-01-14T14:57:33Z,0,news
18,2018-01-14T21:18:53Z,-0.2732,news
19,2018-01-14T13:57:00Z,0.4215,news
0,2018-01-15T12:00:00Z,-0.3818,news
1,2018-01-15T09:28:59Z,0.25,news
2,2018-01-15T05:16:14Z,0,news
3,2018-01-15T23:08:06Z,0,news
4,2018-01-15T19:08:21Z,0,news
5,2018-01-15T10:44:01Z,0.7184,news
6,2018-01-15T04:23:26Z,0.4973,news
7,2018-01-15T07:06:15Z,-0.6369,news
8,2018-01-15T12:31:18Z,0.7759,news
9,2018-01-15T21:34:35Z,0.8126,news
10,2018-01-15T10:45:24Z,0.0516,news
11,2018-01-15T21:12:35Z,-0.5106,news
12,2018-01-15T10:45:25Z,0.25,news
13,2018-01-15T01:24:33Z,-0.4939,news
14,2018-01-15T10:45:25Z,-0.6249,news
15,2018-01-15T00:47:32Z,-0.1027,news
16,2018-01-15T23:16:41Z,0.3648,news
17,2018-01-15T01:36:15Z,-0.9274,news
18,2018-01-15T16:20:25Z,0.8534,news
19,2018-01-15T21:19:58Z,-0.5831,news
0,2018-01-16T19:30:00Z,-0.2903,news
1,2018-01-16T11:00:00Z,-0.7906,news
2,2018-01-16T11:00:00Z,0.8271,news
3,2018-01-16T11:00:00Z,0.5106,news
4,2018-01-16T11:00:00Z,-0.296,news
5,2018-01-16T11:00:00Z,0.1531,news
6,2018-01-16T15:26:51Z,0.1901,news
7,2018-01-16T20:36:12Z,0.3818,news
8,2018-01-16T05:22:15Z,0,news
9,2018-01-16T16:39:00Z,-0.128,news
10,2018-01-16T21:35:00Z,-0.4404,news
11,2018-01-16T14:51:03Z,-0.7184,news
12,2018-01-16T23:11:28Z,0,news
13,2018-01-16T20:08:26Z,-0.25,news
14,2018-01-16T16:52:27Z,0.6808,news
15,2018-01-16T23:43:09Z,-0.4939,news
16,2018-01-16T18:59:36Z,0,news
17,2018-01-16T23:52:06Z,0.6486,news
18,2018-01-16T16:58:50Z,-0.5349,news
19,2018-01-16T11:37:04Z,0.714,news
0,2018-01-17T17:40:24Z,0.4019,news
1,2018-01-17T16:07:17Z,0.0258,news
2,2018-01-17T16:45:39Z,-0.4939,news
3,2018-01-17T10:56:54Z,0,news
4,2018-01-17T00:22:02Z,0.4019,news
5,2018-01-17T08:51:50Z,-0.4939,news
6,2018-01-17T21:54:08Z,0.4215,news
7,2018-01-17T17:27:26Z,0.7579,news
8,2018-01-17T01:18:12Z,0,news
9,2018-01-17T19:55:53Z,0,news
10,2018-01-17T17:32:30Z,-0.0516,news
11,2018-01-17T13:38:16Z,0,news
12,2018-01-17T23:11:35Z,0,news
13,2018-01-17T13:17:10Z,-0.743,news
14,2018-01-17T05:02:33Z,0,news
15,2018-01-17T04:46:19Z,0.1779,news
16,2018-01-17T17:16:21Z,-0.5106,news
17,2018-01-17T20:35:35Z,-0.886,news
18,2018-01-17T15:50:49Z,-0.7269,news
19,2018-01-17T10:00:23Z,0.5574,news
0,2018-01-18T20:59:06Z,0.2748,news
1,2018-01-18T02:20:00Z,0.296,news
2,2018-01-18T16:45:00Z,0.9048,news
3,2018-01-18T20:10:00Z,-0.0516,news
4,2018-01-18T15:45:00Z,-0.8481,news
5,2018-01-18T10:13:30Z,0.7351,news
6,2018-01-18T00:00:10Z,0.4939,news
7,2018-01-18T14:03:22Z,0.5859,news
8,2018-01-18T19:30:04Z,0.1779,news
9,2018-01-18T01:48:00Z,-0.5994,news
10,2018-01-18T02:30:36Z,0.7701,news
11,2018-01-18T22:36:10Z,0.5994,news
12,2018-01-18T05:40:31Z,0.34,news
13,2018-01-18T18:55:00Z,0.8522,news
14,2018-01-18T12:57:29Z,0.6133,news
15,2018-01-18T12:29:56Z,-0.4215,news
16,2018-01-18T14:44:38Z,-0.5719,news
17,2018-01-18T00:34:08Z,0.7845,news
18,2018-01-18T00:52:48Z,0,news
19,2018-01-18T10:40:38Z,0.3818,news
0,2018-01-19T20:00:00Z,-0.9661,news
1,2018-01-19T22:52:17Z,0.34,news
2,2018-01-19T02:00:59Z,0.2144,news
3,2018-01-19T23:26:33Z,-0.3182,news
4,2018-01-19T22:29:55Z,0.2382,news
5,2018-01-19T21:30:00Z,-0.2732,news
6,2018-01-19T16:25:00Z,-0.34,news
7,2018-01-19T18:02:00Z,-0.7845,news
8,2018-01-19T10:00:23Z,-0.5106,news
9,2018-01-19T10:40:45Z,-0.1779,news
10,2018-01-19T02:23:40Z,-0.4588,news
11,2018-01-19T19:06:28Z,0.743,news
12,2018-01-19T03:51:50Z,0.5106,news
13,2018-01-19T13:56:54Z,-0.9136,news
14,2018-01-19T18:13:02Z,0,news
15,2018-01-19T19:27:50Z,-0.7814,news
16,2018-01-19T19:05:41Z,0,news
17,2018-01-19T12:46:48Z,0.4402,news
18,2018-01-19T23:51:13Z,0.4215,news
19,2018-01-19T15:47:37Z,0.8898,news
0,2018-01-20T21:08:00Z,0,news
1,2018-01-20T10:00:58Z,0.6705,news
2,2018-01-20T20:00:00Z,-0.5106,news
3,2018-01-20T13:03:03Z,-0.2462,news
4,2018-01-20T01:29:52Z,0.296,news
5,2018-01-20T01:27:51Z,0.8176,news
6,2018-01-20T21:00:29Z,0.7351,news
7,2018-01-20T10:00:03Z,0.7096,news
8,2018-01-20T00:50:52Z,-0.8481,news
9,2018-01-20T23:42:34Z,0,news
10,2018-01-20T13:00:00Z,-0.5719,news
11,2018-01-20T00:20:59Z,-0.3612,news
12,2018-01-20T19:30:22Z,-0.3612,news
13,2018-01-20T16:13:43Z,0.5423,news
14,2018-01-20T01:12:49Z,-0.7845,news
15,2018-01-20T00:55:06Z,0.1027,news
16,2018-01-20T16:07:56Z,-0.6486,news
17,2018-01-20T19:46:35Z,-0.3182,news
18,2018-01-20T11:00:35Z,-0.2263,news
19,2018-01-20T18:47:43Z,-0.7003,news
0,2018-01-21T22:03:00Z,0.7655,news
1,2018-01-21T14:00:00Z,0.1779,news
2,2018-01-21T20:15:00Z,-0.5859,news
3,2018-01-21T11:12:44Z,0.2023,news
4,2018-01-21T10:12:09Z,0.0258,news
5,2018-01-21T17:43:24Z,-0.3818,news
6,2018-01-21T19:49:08Z,0.5719,news
7,2018-01-21T21:04:45Z,0.4939,news
8,2018-01-21T21:12:11Z,-0.5106,news
9,2018-01-21T14:15:22Z,0.296,news
10,2018-01-21T17:36:11Z,0.6486,news
11,2018-01-21T16:28:55Z,0,news
12,2018-01-21T19:20:27Z,-0.3182,news
13,2018-01-21T19:21:11Z,0,news
14,2018-01-21T09:59:14Z,-0.7184,news
15,2018-01-21T09:48:23Z,0,news
16,2018-01-21T18:35:00Z,0.8685,news
17,2018-01-21T18:35:00Z,0.8685,news
18,2018-01-21T02:31:48Z,0,news
19,2018-01-21T14:39:27Z,-0.5574,news
0,2018-01-22T19:37:40Z,0,news
1,2018-01-22T15:20:00Z,0.128,news
2,2018-01-22T17:35:00Z,-0.8225,news
3,2018-01-22T18:10:00Z,-0.9422,news
4,2018-01-22T03:08:36Z,0.6705,news
5,2018-01-22T10:45:32Z,0.7351,news
6,2018-01-22T02:47:46Z,0.3182,news
7,2018-01-22T05:02:40Z,0,news
8,2018-01-22T10:58:04Z,0.1027,news
9,2018-01-22T01:37:09Z,0.9413,news
10,2018-01-22T22:12:18Z,-0.296,news
11,2018-01-22T06:51:25Z,0,news
12,2018-01-22T15:37:59Z,0.3818,news
13,2018-01-22T10:30:18Z,0.6249,news
14,2018-01-22T01:25:27Z,-0.4215,news
15,2018-01-22T19:36:29Z,0.5106,news
16,2018-01-22T19:12:48Z,0,news
17,2018-01-22T01:24:07Z,-0.4767,news
18,2018-01-22T15:14:59Z,0.8625,news
19,2018-01-22T10:37:24Z,-0.024,news
0,2018-01-23T15:02:00Z,0.4939,news
1,2018-01-23T23:45:48Z,-0.7003,news
2,2018-01-23T22:03:09Z,0.0258,news
3,2018-01-23T05:55:00Z,0.2023,news
4,2018-01-23T00:01:16Z,0,news
5,2018-01-23T10:45:25Z,-0.6199,news
6,2018-01-23T01:54:45Z,0.875,news
7,2018-01-23T21:15:36Z,-0.1154,news
8,2018-01-23T02:11:31Z,0.6696,news
9,2018-01-23T23:40:47Z,0,news
10,2018-01-23T23:49:01Z,-0.3716,news
11,2018-01-23T23:14:07Z,0,news
12,2018-01-23T15:07:55Z,-0.3182,news
13,2018-01-23T15:00:00Z,0.9169,news
14,2018-01-23T11:12:13Z,-0.7269,news
15,2018-01-23T20:31:49Z,0.0772,news
16,2018-01-23T16:44:59Z,-0.836,news
17,2018-01-23T18:25:33Z,0.9313,news
18,2018-01-23T10:41:49Z,0.4019,news
19,2018-01-23T20:32:42Z,-0.34,news
0,2018-01-24T20:15:44Z,-0.5106,news
1,2018-01-24T18:02:14Z,0.2023,news
2,2018-01-24T21:07:00Z,0.4404,news
3,2018-01-24T02:30:00Z,0.3612,news
4,2018-01-24T00:15:00Z,-0.2023,news
5,2018-01-24T04:22:20Z,0.6597,news
6,2018-01-24T01:40:52Z,0,news
7,2018-01-24T01:37:39Z,0.3182,news
8,2018-01-24T14:15:18Z,0,news
9,2018-01-24T01:43:28Z,0.8591,news
10,2018-01-24T10:00:02Z,-0.7506,news
11,2018-01-24T10:45:26Z,0.5719,news
12,2018-01-24T05:20:46Z,0,news
13,2018-01-24T23:48:23Z,0.8555,news
14,2018-01-24T17:41:12Z,0.7479,news
15,2018-01-24T18:33:07Z,-0.296,news
16,2018-01-24T19:01:54Z,0.34,news
17,2018-01-24T05:52:08Z,0.1901,news
18,2018-01-24T23:05:00Z,0.4019,news
19,2018-01-24T19:54:10Z,0.4497,news
0,2018-01-25T21:30:00Z,-0.8472,news
1,2018-01-25T03:35:00Z,-0.0258,news
2,2018-01-25T16:01:00Z,-0.7425,news
3,2018-01-25T22:40:00Z,-0.9371,news
4,2018-01-25T09:47:53Z,0.4215,news
5,2018-01-25T05:03:55Z,0,news
6,2018-01-25T01:35:04Z,0.34,news
7,2018-01-25T13:52:54Z,0,news
8,2018-01-25T18:11:56Z,0.802,news
9,2018-01-25T19:22:14Z,0.4588,news
10,2018-01-25T15:23:10Z,0.7269,news
11,2018-01-25T14:24:52Z,0.5994,news
12,2018-01-25T18:49:49Z,0.1506,news
13,2018-01-25T20:37:07Z,0.7003,news
14,2018-01-25T16:43:03Z,0.4019,news
15,2018-01-25T01:02:26Z,0.4767,news
16,2018-01-25T10:23:38Z,0.25,news
17,2018-01-25T11:00:12Z,0,news
18,2018-01-25T10:00:24Z,0.8096,news
19,2018-01-25T22:26:18Z,0,news
0,2018-01-26T22:28:00Z,0.4019,news
1,2018-01-26T19:06:28Z,0.4019,news
2,2018-01-26T14:00:00Z,-0.4914,news
3,2018-01-26T13:55:00Z,-0.6486,news
4,2018-01-26T18:10:00Z,0.6908,news
5,2018-01-26T21:30:00Z,0.3182,news
6,2018-01-26T15:33:58Z,0,news
7,2018-01-26T20:18:28Z,-0.25,news
8,2018-01-26T01:35:36Z,-0.1027,news
9,2018-01-26T16:33:41Z,-0.34,news
10,2018-01-26T20:14:47Z,0.1779,news
11,2018-01-26T10:00:26Z,0.3818,news
12,2018-01-26T10:00:42Z,0.2263,news
13,2018-01-26T00:33:28Z,-0.1531,news
14,2018-01-26T15:50:07Z,-0.9157,news
15,2018-01-26T10:33:09Z,0.2263,news
16,2018-01-26T20:45:11Z,-0.8316,news
17,2018-01-26T16:16:20Z,0.8824,news
18,2018-01-26T17:07:23Z,-0.802,news
19,2018-01-26T01:07:21Z,0.7964,news
0,2018-01-27T20:20:21Z,0.1779,news
1,2018-01-27T15:18:25Z,-0.6124,news
2,2018-01-27T01:53:27Z,-0.2846,news
3,2018-01-27T03:37:40Z,0.8625,news
4,2018-01-27T15:30:00Z,-0.5859,news
5,2018-01-27T01:27:52Z,0.3919,news
6,2018-01-27T01:58:22Z,-0.296,news
7,2018-01-27T13:00:37Z,-0.3818,news
8,2018-01-27T02:17:15Z,-0.4019,news
9,2018-01-27T12:46:00Z,-0.6705,news
10,2018-01-27T02:45:36Z,-0.7845,news
11,2018-01-27T00:25:39Z,0.4404,news
12,2018-01-27T03:51:47Z,-0.0772,news
13,2018-01-27T01:07:11Z,-0.7964,news
14,2018-01-27T21:44:37Z,-0.3612,news
15,2018-01-27T16:10:52Z,0.9382,news
16,2018-01-27T12:00:49Z,-0.6369,news
17,2018-01-27T06:00:42Z,0.7713,news
18,2018-01-27T17:30:56Z,0.2732,news
19,2018-01-27T08:00:44Z,0.101,news
0,2018-01-28T14:00:00Z,0.296,news
1,2018-01-28T23:10:00Z,-0.659,news
2,2018-01-28T21:46:18Z,0.5106,news
3,2018-01-28T20:37:29Z,0.6361,news
4,2018-01-28T13:34:57Z,0.9496,news
5,2018-01-28T11:00:34Z,0.5859,news
6,2018-01-28T19:14:44Z,0,news
7,2018-01-28T14:07:23Z,-0.3182,news
8,2018-01-28T16:44:59Z,0.5719,news
9,2018-01-28T02:25:37Z,0,news
10,2018-01-28T19:43:28Z,0,news
11,2018-01-28T21:52:19Z,0.7964,news
12,2018-01-28T00:22:17Z,0.2732,news
13,2018-01-28T14:38:25Z,0.8061,news
14,2018-01-28T22:36:08Z,0,news
15,2018-01-28T20:04:39Z,-0.8265,news
16,2018-01-28T17:03:57Z,0.128,news
17,2018-01-28T09:34:16Z,0,news
18,2018-01-28T16:26:28Z,-0.1779,news
19,2018-01-28T17:00:24Z,-0.8074,news
0,2018-01-29T15:30:00Z,0.6815,news
1,2018-01-29T02:38:00Z,0.7757,news
2,2018-01-29T15:28:00Z,0.2714,news
3,2018-01-29T14:53:20Z,0,news
4,2018-01-29T04:38:33Z,0.9081,news
5,2018-01-29T11:00:00Z,0,news
6,2018-01-29T20:50:00Z,0.296,news
7,2018-01-29T19:15:00Z,0,news
8,2018-01-29T15:45:00Z,0,news
9,2018-01-29T10:45:14Z,-0.4767,news
10,2018-01-29T04:19:38Z,0.4588,news
11,2018-01-29T01:31:01Z,0,news
12,2018-01-29T22:18:06Z,-0.1027,news
13,2018-01-29T02:29:49Z,-0.2732,news
14,2018-01-29T17:09:22Z,-0.5106,news
15,2018-01-29T23:27:45Z,-0.5719,news
16,2018-01-29T01:23:47Z,0.7506,news
17,2018-01-29T05:09:33Z,0.4588,news
18,2018-01-29T18:00:23Z,-0.0258,news
19,2018-01-29T19:18:07Z,0,news
0,2018-01-30T20:00:00Z,0.3612,news
1,2018-01-30T17:00:00Z,0.8892,news
2,2018-01-30T22:15:00Z,0.2944,news
3,2018-01-30T01:03:17Z,0.0516,news
4,2018-01-30T14:12:00Z,0.3612,news
5,2018-01-30T20:16:00Z,-0.7003,news
6,2018-01-30T10:00:22Z,0,news
7,2018-01-30T19:20:22Z,-0.296,news
8,2018-01-30T10:01:01Z,0,news
9,2018-01-30T02:35:15Z,-0.3919,news
10,2018-01-30T16:09:24Z,-0.6697,news
11,2018-01-30T15:32:22Z,0.3818,news
12,2018-01-30T18:58:45Z,0,news
13,2018-01-30T01:55:05Z,0.5423,news
14,2018-01-30T05:11:57Z,0,news
15,2018-01-30T00:15:34Z,0.4215,news
16,2018-01-30T00:31:51Z,0.6116,news
17,2018-01-30T14:52:52Z,0,news
18,2018-01-30T10:57:58Z,-0.2732,news
19,2018-01-30T20:37:07Z,-0.7894,news
0,2018-01-31T13:00:00Z,-0.34,news
1,2018-01-31T13:00:00Z,0,news
2,2018-01-31T03:32:38Z,-0.3182,news
3,2018-01-31T01:40:00Z,0.7548,news
4,2018-01-31T03:25:00Z,-0.34,news
5,2018-01-31T04:05:00Z,0.3182,news
6,2018-01-31T16:25:00Z,-0.7096,news
7,2018-01-31T04:34:22Z,0.2263,news
8,2018-01-31T23:11:43Z,-0.128,news
9,2018-01-31T10:32:44Z,0,news
10,2018-01-31T18:31:38Z,-0.6486,news
11,2018-01-31T03:53:14Z,0.3182,news
12,2018-01-31T08:30:06Z,0.7717,news
13,2018-01-31T10:06:59Z,0.6369,news
14,2018-01-31T04:51:57Z,0.3612,news
15,2018-01-31T22:21:21Z,0,news
16,2018-01-31T19:36:48Z,0,news
17,2018-01-31T03:46:14Z,-0.6369,news
18,2018-01-31T14:03:21Z,-0.3612,news
19,2018-01-31T17:00:10Z,-0.9042,news
0,2018-02-01T14:27:51Z,-0.4767,news
1,2018-02-01T14:19:33Z,-0.3818,news
2,2018-02-01T13:00:00Z,-0.0772,news
3,2018-02-01T14:25:20Z,-0.4767,news
4,2018-02-01T05:01:45Z,0.4404,news
5,2018-02-01T08:35:43Z,-0.3818,news
6,2018-02-01T12:00:00Z,0.8591,news
7,2018-02-01T01:56:37Z,0.6908,news
8,2018-02-01T00:33:09Z,-0.7469,news
9,2018-02-01T00:28:16Z,0,news
10,2018-02-01T02:05:37Z,0.6915,news
11,2018-02-01T00:14:42Z,-0.3818,news
12,2018-02-01T19:49:50Z,0.5574,news
13,2018-02-01T00:07:11Z,0.2732,news
14,2018-02-01T23:36:17Z,0.7184,news
15,2018-02-01T21:03:10Z,0.4019,news
16,2018-02-01T11:23:10Z,-0.8481,news
17,2018-02-01T17:17:01Z,-0.7964,news
18,2018-02-01T15:09:22Z,0.3899,news
19,2018-02-01T20:38:09Z,-0.8834,news
0,2018-02-02T15:11:37Z,0.3818,news
1,2018-02-02T20:40:00Z,-0.3182,news
2,2018-02-02T21:45:00Z,-0.6658,news
3,2018-02-02T02:15:11Z,0,news
4,2018-02-02T01:37:00Z,0.4767,news
5,2018-02-02T20:34:33Z,-0.6124,news
6,2018-02-02T23:51:20Z,0.4767,news
7,2018-02-02T23:20:13Z,0.7845,news
8,2018-02-02T12:00:27Z,-0.7964,news
9,2018-02-02T05:06:17Z,0,news
10,2018-02-02T11:03:05Z,0.6597,news
11,2018-02-02T18:09:05Z,0.2263,news
12,2018-02-02T18:54:39Z,0.1531,news
13,2018-02-02T22:43:13Z,-0.7003,news
14,2018-02-02T10:24:51Z,0.296,news
15,2018-02-02T17:36:02Z,-0.0258,news
16,2018-02-02T09:58:48Z,0.9528,news
17,2018-02-02T23:23:21Z,0.5859,news
18,2018-02-02T20:31:04Z,-0.9797,news
19,2018-02-02T21:06:29Z,0.9267,news
0,2018-02-03T16:11:41Z,0,news
1,2018-02-03T02:23:19Z,0,news
2,2018-02-03T01:30:09Z,0.2732,news
3,2018-02-03T10:00:24Z,-0.4019,news
4,2018-02-03T16:00:50Z,0.6486,news
5,2018-02-03T17:53:27Z,0.0772,news
6,2018-02-03T19:10:23Z,0.7003,news
7,2018-02-03T00:21:32Z,0,news
8,2018-02-03T18:46:26Z,-0.3415,news
9,2018-02-03T01:54:57Z,-0.4215,news
10,2018-02-03T17:27:32Z,0.0772,news
11,2018-02-03T22:47:27Z,0.4215,news
12,2018-02-03T22:56:26Z,-0.6144,news
13,2018-02-03T15:05:03Z,0.699,news
14,2018-02-03T02:52:20Z,0.34,news
15,2018-02-03T23:45:00Z,0.2516,news
16,2018-02-03T13:01:00Z,0.2263,news
17,2018-02-03T00:28:52Z,0.8225,news
18,2018-02-03T18:49:00Z,-0.8807,news
19,2018-02-03T10:17:09Z,-0.0772,news
0,2018-02-04T14:00:15Z,0.3612,news
1,2018-02-04T19:50:00Z,-0.1779,news
2,2018-02-04T14:57:13Z,-0.0258,news
3,2018-02-04T11:00:40Z,0.6908,news
4,2018-02-04T15:27:24Z,0.7003,news
5,2018-02-04T13:39:27Z,0.6948,news
6,2018-02-04T19:10:05Z,0.5994,news
7,2018-02-04T10:04:46Z,0,news
8,2018-02-04T04:51:52Z,-0.4767,news
9,2018-02-04T07:55:50Z,0,news
10,2018-02-04T16:39:13Z,0.875,news
11,2018-02-04T11:21:56Z,0.9349,news
12,2018-02-04T04:23:57Z,-0.4588,news
13,2018-02-04T12:00:00Z,0.2023,news
14,2018-02-04T22:00:00Z,-0.5994,news
15,2018-02-04T03:46:56Z,-0.5423,news
16,2018-02-04T16:00:00Z,0.6249,news
17,2018-02-04T22:35:52Z,0.9552,news
18,2018-02-04T03:04:05Z,-0.7351,news
19,2018-02-04T09:40:06Z,0.0258,news
0,2018-02-05T14:15:43Z,0.4019,news
1,2018-02-05T14:45:00Z,0.2787,news
2,2018-02-05T19:07:02Z,0.7096,news
3,2018-02-05T21:31:13Z,-0.2732,news
4,2018-02-05T23:06:36Z,0,news
5,2018-02-05T21:27:15Z,0.575,news
6,2018-02-05T17:24:54Z,0.9666,news
7,2018-02-05T23:04:10Z,0,news
8,2018-02-05T00:33:15Z,-0.5267,news
9,2018-02-05T10:26:39Z,0.9041,news
10,2018-02-05T05:00:21Z,0.5994,news
11,2018-02-05T19:05:19Z,0.4215,news
12,2018-02-05T15:14:45Z,-0.5574,news
13,2018-02-05T21:09:14Z,-0.0772,news
14,2018-02-05T15:32:15Z,0.8591,news
15,2018-02-05T20:42:07Z,-0.7003,news
16,2018-02-05T12:44:11Z,0.5106,news
17,2018-02-05T11:21:48Z,0.1779,news
18,2018-02-05T18:29:13Z,-0.8495,news
19,2018-02-05T15:27:06Z,0.7783,news
0,2018-02-06T13:00:00Z,-0.6486,news
1,2018-02-06T15:05:00Z,0.7184,news
2,2018-02-06T14:31:00Z,-0.872,news
3,2018-02-06T00:59:37Z,0.2023,news
4,2018-02-06T19:58:48Z,-0.6546,news
5,2018-02-06T10:45:13Z,0,news
6,2018-02-06T10:32:48Z,0,news
7,2018-02-06T01:48:13Z,-0.8262,news
8,2018-02-06T10:25:40Z,0.1531,news
9,2018-02-06T20:25:37Z,-0.8658,news
10,2018-02-06T10:48:43Z,0.4939,news
11,2018-02-06T22:53:55Z,0,news
12,2018-02-06T19:13:03Z,0,news
13,2018-02-06T01:49:50Z,-0.296,news
14,2018-02-06T13:40:00Z,-0.2617,news
15,2018-02-06T22:39:56Z,0.4215,news
16,2018-02-06T23:19:12Z,-0.91,news
17,2018-02-06T21:02:46Z,0.5994,news
18,2018-02-06T01:14:21Z,0.4215,news
19,2018-02-06T04:08:02Z,0.8591,news
0,2018-02-07T23:57:34Z,0.0258,news
1,2018-02-07T15:57:02Z,-0.7351,news
2,2018-02-07T17:02:00Z,0.3834,news
3,2018-02-07T10:45:12Z,0,news
4,2018-02-07T10:52:24Z,0,news
5,2018-02-07T11:09:30Z,0.7778,news
6,2018-02-07T10:45:13Z,0,news
7,2018-02-07T10:00:29Z,0.296,news
8,2018-02-07T06:41:45Z,0.7717,news
9,2018-02-07T17:05:30Z,0.4745,news
10,2018-02-07T15:36:44Z,0.9652,news
11,2018-02-07T19:36:45Z,-0.7699,news
12,2018-02-07T17:33:36Z,0.8271,news
13,2018-02-07T19:36:09Z,0.6808,news
14,2018-02-07T23:30:49Z,0.765,news
15,2018-02-07T00:31:38Z,0.3612,news
16,2018-02-07T01:10:23Z,0.9111,news
17,2018-02-07T01:58:44Z,-0.2591,news
18,2018-02-07T00:03:32Z,0,news
19,2018-02-07T22:02:24Z,-0.6249,news
0,2018-02-08T22:17:00Z,0.836,news
1,2018-02-08T13:35:00Z,-0.0772,news
2,2018-02-08T02:30:00Z,0.82,news
3,2018-02-08T10:45:13Z,0.5719,news
4,2018-02-08T01:58:09Z,-0.4767,news
5,2018-02-08T10:45:16Z,0.0516,news
6,2018-02-08T01:15:16Z,-0.5367,news
7,2018-02-08T01:57:23Z,-0.5423,news
8,2018-02-08T16:54:21Z,0.2846,news
9,2018-02-08T23:02:30Z,-0.5106,news
10,2018-02-08T10:00:24Z,-0.4404,news
11,2018-02-08T19:30:52Z,0,news
12,2018-02-08T11:11:30Z,-0.2732,news
13,2018-02-08T12:27:07Z,0.8591,news
14,2018-02-08T11:08:56Z,0.8126,news
15,2018-02-08T00:05:41Z,0.8481,news
16,2018-02-08T17:14:02Z,-0.4019,news
17,2018-02-08T17:23:20Z,0.1027,news
18,2018-02-08T01:05:21Z,0.2023,news
19,2018-02-08T10:14:31Z,0.6597,news
0,2018-02-09T13:48:00Z,0,news
1,2018-02-09T16:55:00Z,-0.5472,news
2,2018-02-09T19:18:02Z,-0.0772,news
3,2018-02-09T03:03:16Z,-0.6369,news
4,2018-02-09T17:00:49Z,-0.6369,news
5,2018-02-09T19:23:18Z,0.4939,news
