index,publishedAt,sentiment,type
6,2018-02-09T16:00:01Z,-0.2263,news
7,2018-02-09T20:41:34Z,-0.09,news
8,2018-02-09T17:39:57Z,0.3612,news
9,2018-02-09T20:30:06Z,0,news
10,2018-02-09T00:31:32Z,0.5859,news
11,2018-02-09T13:53:08Z,-0.5574,news
12,2018-02-09T16:15:49Z,-0.34,news
13,2018-02-09T17:29:12Z,-0.1779,news
14,2018-02-09T10:54:41Z,0.5562,news
15,2018-02-09T19:42:23Z,-0.4767,news
16,2018-02-09T15:31:16Z,0.5267,news
17,2018-02-09T00:33:12Z,0.6597,news
18,2018-02-09T09:33:03Z,-0.836,news
19,2018-02-09T22:57:55Z,0.1779,news
0,2018-02-10T12:15:00Z,-0.3612,news
1,2018-02-10T03:01:13Z,-0.9287,news
2,2018-02-10T01:15:33Z,-0.4404,news
3,2018-02-10T15:22:41Z,0.6908,news
4,2018-02-10T01:03:17Z,-0.4588,news
5,2018-02-10T00:09:41Z,-0.1027,news
6,2018-02-10T02:03:17Z,-0.7717,news
7,2018-02-10T20:37:11Z,0.8176,news
8,2018-02-10T16:57:19Z,-0.9313,news
9,2018-02-10T22:53:26Z,0.7263,news
10,2018-02-10T16:00:00Z,-0.6124,news
11,2018-02-10T16:47:19Z,-0.7096,news
12,2018-02-10T00:59:53Z,-0.4588,news
13,2018-02-10T22:29:59Z,-0.9022,news
14,2018-02-10T18:56:57Z,-0.4215,news
15,2018-02-10T15:38:27Z,-0.4404,news
16,2018-02-10T14:40:40Z,-0.5574,news
17,2018-02-10T02:29:37Z,0.5106,news
18,2018-02-10T15:55:08Z,-0.9081,news
19,2018-02-10T17:27:45Z,0.128,news
0,2018-02-11T23:31:00Z,0.5859,news
1,2018-02-11T14:00:00Z,0.5106,news
2,2018-02-11T19:49:40Z,0,news
3,2018-02-11T11:27:52Z,-0.4215,news
4,2018-02-11T20:29:18Z,-0.296,news
5,2018-02-11T20:15:10Z,0.296,news
6,2018-02-11T15:37:49Z,-0.8807,news
7,2018-02-11T00:59:47Z,0.4576,news
8,2018-02-11T15:25:51Z,0.3818,news
9,2018-02-11T19:41:47Z,0.5413,news
10,2018-02-11T19:15:02Z,-0.5574,news
11,2018-02-11T21:39:23Z,0.5574,news
12,2018-02-11T12:46:14Z,0,news
13,2018-02-11T15:48:35Z,-0.5267,news
14,2018-02-11T16:27:34Z,-0.7003,news
15,2018-02-11T16:54:29Z,-0.8316,news
16,2018-02-11T16:47:27Z,0.765,news
17,2018-02-11T23:24:15Z,0.1779,news
18,2018-02-11T12:44:41Z,-0.128,news
19,2018-02-11T11:03:20Z,0.9432,news
0,2018-02-12T12:00:00Z,-0.8316,news
1,2018-02-12T17:26:55Z,-0.1027,news
2,2018-02-12T12:00:00Z,-0.9325,news
3,2018-02-12T18:10:00Z,-0.5187,news
4,2018-02-12T23:45:09Z,0,news
5,2018-02-12T19:58:10Z,0.5267,news
6,2018-02-12T15:24:28Z,0,news
7,2018-02-12T20:19:47Z,0.5574,news
8,2018-02-12T12:00:07Z,0.3612,news
9,2018-02-12T10:53:10Z,-0.875,news
10,2018-02-12T23:51:52Z,-0.8074,news
11,2018-02-12T02:45:57Z,0.4118,news
12,2018-02-12T21:20:37Z,0.2023,news
13,2018-02-12T20:59:37Z,0.4404,news
14,2018-02-12T22:17:48Z,-0.5023,news
15,2018-02-12T04:25:36Z,0.5574,news
16,2018-02-12T16:26:00Z,0.4199,news
17,2018-02-12T00:34:50Z,0,news
18,2018-02-12T23:26:11Z,0,news
19,2018-02-12T19:14:01Z,0,news
0,2018-02-13T21:20:00Z,0,news
1,2018-02-13T14:30:00Z,-0.5267,news
2,2018-02-13T20:35:00Z,-0.1779,news
3,2018-02-13T22:30:00Z,0.8658,news
4,2018-02-13T20:01:25Z,0,news
5,2018-02-13T01:58:39Z,0,news
6,2018-02-13T19:07:11Z,0.4215,news
7,2018-02-13T00:11:59Z,0.8555,news
8,2018-02-13T02:02:02Z,0.5859,news
9,2018-02-13T11:00:01Z,-0.1027,news
10,2018-02-13T14:10:31Z,-0.128,news
11,2018-02-13T02:26:02Z,-0.6631,news
12,2018-02-13T22:38:21Z,0.7178,news
13,2018-02-13T11:48:31Z,0.0772,news
14,2018-02-13T15:06:58Z,-0.4284,news
15,2018-02-13T17:20:47Z,-0.2023,news
16,2018-02-13T23:19:47Z,-0.4215,news
17,2018-02-13T10:55:50Z,0,news
18,2018-02-13T23:19:28Z,0,news
19,2018-02-13T20:06:05Z,-0.1027,news
0,2018-02-14T21:46:26Z,0.128,news
1,2018-02-14T19:40:00Z,0.7003,news
2,2018-02-14T23:35:00Z,0.3182,news
3,2018-02-14T19:35:14Z,0.4215,news
4,2018-02-14T20:01:44Z,0,news
5,2018-02-14T18:14:17Z,0.7845,news
6,2018-02-14T11:09:14Z,0.7845,news
7,2018-02-14T11:00:12Z,0.7506,news
8,2018-02-14T19:08:21Z,0,news
9,2018-02-14T01:35:39Z,-0.9485,news
10,2018-02-14T14:07:03Z,-0.1027,news
11,2018-02-14T01:46:34Z,-0.5719,news
12,2018-02-14T22:02:26Z,0.6597,news
13,2018-02-14T22:43:17Z,-0.7977,news
14,2018-02-14T19:00:17Z,-0.4404,news
15,2018-02-14T21:07:58Z,0.2168,news
16,2018-02-14T20:02:46Z,0.1779,news
17,2018-02-14T05:46:51Z,0.4019,news
18,2018-02-14T05:12:47Z,0,news
19,2018-02-14T19:23:02Z,-0.7184,news
0,2018-02-15T18:00:00Z,0.8519,news
1,2018-02-15T23:20:08Z,-0.8169,news
2,2018-02-15T12:00:00Z,0.7269,news
3,2018-02-15T15:45:02Z,-0.8271,news
4,2018-02-15T14:00:54Z,0.6249,news
5,2018-02-15T18:05:00Z,0.6124,news
6,2018-02-15T16:50:00Z,-0.7564,news
7,2018-02-15T07:00:28Z,0.8481,news
8,2018-02-15T23:45:32Z,-0.5859,news
9,2018-02-15T13:34:18Z,0.0772,news
10,2018-02-15T05:02:23Z,0.5267,news
11,2018-02-15T16:59:42Z,-0.8779,news
12,2018-02-15T01:27:30Z,-0.5927,news
13,2018-02-15T23:44:52Z,0.9578,news
14,2018-02-15T00:40:38Z,0.5931,news
15,2018-02-15T00:34:33Z,0.5859,news
16,2018-02-15T10:00:31Z,0.3818,news
17,2018-02-15T15:43:33Z,0.1203,news
18,2018-02-15T16:13:56Z,0.4215,news
19,2018-02-15T10:00:31Z,-0.2732,news
0,2018-02-16T14:00:00Z,-0.8555,news
1,2018-02-16T17:19:07Z,-0.296,news
2,2018-02-16T19:05:07Z,0.4019,news
3,2018-02-16T23:25:00Z,0.6557,news
4,2018-02-16T18:35:00Z,0.0258,news
5,2018-02-16T20:33:38Z,-0.5719,news
6,2018-02-16T23:32:32Z,-0.3612,news
7,2018-02-16T22:28:46Z,0,news
8,2018-02-16T15:34:51Z,-0.2732,news
9,2018-02-16T23:16:22Z,0,news
10,2018-02-16T00:12:41Z,-0.6124,news
11,2018-02-16T18:36:19Z,-0.4404,news
12,2018-02-16T10:01:25Z,-0.7269,news
13,2018-02-16T00:51:14Z,0.5719,news
14,2018-02-16T20:30:52Z,0.4215,news
15,2018-02-16T20:07:43Z,0.3612,news
16,2018-02-16T05:56:25Z,0.6908,news
17,2018-02-16T00:10:29Z,-0.91,news
18,2018-02-16T20:59:19Z,0.4349,news
19,2018-02-16T17:12:45Z,-0.0772,news
0,2018-02-17T02:03:48Z,-0.6486,news
1,2018-02-17T19:30:57Z,-0.5446,news
2,2018-02-17T22:40:00Z,-0.4767,news
3,2018-02-17T02:24:33Z,-0.7096,news
4,2018-02-17T19:50:58Z,0.5859,news
5,2018-02-17T00:35:06Z,-0.4603,news
6,2018-02-17T18:05:50Z,-0.8316,news
7,2018-02-17T16:34:11Z,0.1901,news
8,2018-02-17T04:46:34Z,-0.2333,news
9,2018-02-17T00:33:39Z,-0.6808,news
10,2018-02-17T23:06:24Z,-0.8024,news
11,2018-02-17T18:00:02Z,-0.7269,news
12,2018-02-17T04:18:42Z,-0.4767,news
13,2018-02-17T08:46:26Z,-0.5106,news
14,2018-02-17T05:11:37Z,-0.8519,news
15,2018-02-17T21:41:48Z,0,news
16,2018-02-17T22:14:10Z,-0.8409,news
17,2018-02-17T08:00:10Z,-0.6369,news
18,2018-02-17T00:12:15Z,0.0772,news
19,2018-02-17T22:00:00Z,0.5046,news
0,2018-02-18T03:06:31Z,-0.7351,news
1,2018-02-18T14:00:40Z,-0.8313,news
2,2018-02-18T17:30:00Z,0,news
3,2018-02-18T20:28:02Z,-0.6597,news
4,2018-02-18T20:18:02Z,-0.8555,news
5,2018-02-18T08:00:13Z,0.5302,news
6,2018-02-18T15:24:45Z,0.2023,news
7,2018-02-18T01:47:53Z,-0.6124,news
8,2018-02-18T23:20:39Z,-0.5994,news
9,2018-02-18T11:00:01Z,0.2023,news
10,2018-02-18T19:07:15Z,0,news
11,2018-02-18T04:32:03Z,0,news
12,2018-02-18T13:34:13Z,-0.296,news
13,2018-02-18T15:00:56Z,-0.34,news
14,2018-02-18T17:31:28Z,-0.5719,news
15,2018-02-18T13:38:45Z,-0.6908,news
16,2018-02-18T16:10:24Z,0.2263,news
17,2018-02-18T20:36:27Z,0,news
18,2018-02-18T15:21:16Z,-0.4404,news
19,2018-02-18T19:45:44Z,0,news
0,2018-02-19T18:00:00Z,0.9042,news
1,2018-02-19T19:55:00Z,0.7845,news
2,2018-02-19T14:00:00Z,-0.7778,news
3,2018-02-19T16:06:16Z,-0.0258,news
4,2018-02-19T10:29:24Z,-0.5106,news
5,2018-02-19T19:13:50Z,0,news
6,2018-02-19T20:34:18Z,0.6486,news
7,2018-02-19T17:00:00Z,-0.5423,news
8,2018-02-19T02:47:45Z,-0.2023,news
9,2018-02-19T01:00:14Z,-0.5994,news
10,2018-02-19T10:00:18Z,-0.9764,news
11,2018-02-19T03:25:25Z,-0.296,news
12,2018-02-19T19:58:13Z,0.3182,news
13,2018-02-19T05:01:10Z,0,news
14,2018-02-19T16:18:16Z,0,news
15,2018-02-19T14:24:55Z,0,news
16,2018-02-19T07:53:49Z,-0.8555,news
17,2018-02-19T11:27:07Z,-0.6597,news
18,2018-02-19T13:15:52Z,0.4404,news
19,2018-02-19T07:30:07Z,-0.4871,news
0,2018-02-20T21:03:00Z,0.0516,news
1,2018-02-20T12:00:00Z,0.6124,news
2,2018-02-20T22:00:21Z,-0.8074,news
3,2018-02-20T16:30:00Z,0.9001,news
4,2018-02-20T21:01:00Z,0.5662,news
5,2018-02-20T23:50:00Z,-0.891,news
6,2018-02-20T19:00:00Z,-0.5256,news
7,2018-02-20T13:58:47Z,-0.3182,news
8,2018-02-20T04:14:24Z,0.5719,news
9,2018-02-20T20:39:16Z,0.9062,news
10,2018-02-20T10:45:14Z,-0.5719,news
11,2018-02-20T10:45:16Z,-0.4404,news
12,2018-02-20T13:34:19Z,-0.7906,news
13,2018-02-20T06:00:19Z,-0.6705,news
14,2018-02-20T23:03:38Z,0.4019,news
15,2018-02-20T10:00:19Z,-0.296,news
16,2018-02-20T10:45:15Z,-0.6249,news
17,2018-02-20T15:55:31Z,0.926,news
18,2018-02-20T21:17:07Z,0.8591,news
19,2018-02-20T22:47:10Z,0.3818,news
0,2018-02-21T15:22:00Z,0,news
1,2018-02-21T23:38:06Z,-0.6908,news
2,2018-02-21T13:00:00Z,-0.4404,news
3,2018-02-21T04:20:00Z,0.5994,news
4,2018-02-21T20:29:00Z,-0.2023,news
5,2018-02-21T15:05:18Z,-0.7096,news
6,2018-02-21T10:00:19Z,0.7096,news
7,2018-02-21T10:00:51Z,0,news
8,2018-02-21T10:00:01Z,0,news
9,2018-02-21T10:59:35Z,0.128,news
10,2018-02-21T15:57:17Z,0.5859,news
11,2018-02-21T22:03:14Z,0.8957,news
12,2018-02-21T17:50:49Z,-0.1531,news
13,2018-02-21T01:50:23Z,0.296,news
14,2018-02-21T23:17:42Z,-0.34,news
15,2018-02-21T17:30:09Z,0,news
16,2018-02-21T05:14:49Z,0,news
17,2018-02-21T03:30:49Z,0,news
18,2018-02-21T22:15:27Z,0.7845,news
19,2018-02-21T19:49:23Z,0.7351,news
0,2018-02-22T19:30:00Z,0.5927,news
1,2018-02-22T00:50:00Z,0.8481,news
2,2018-02-22T22:30:00Z,-0.5574,news
3,2018-02-22T16:00:00Z,0.5267,news
4,2018-02-22T21:41:00Z,0.8074,news
5,2018-02-22T11:08:54Z,0,news
6,2018-02-22T21:55:58Z,-0.743,news
7,2018-02-22T05:07:16Z,0.5267,news
8,2018-02-22T13:11:58Z,0.5406,news
9,2018-02-22T23:11:22Z,0,news
10,2018-02-22T19:58:55Z,0.0258,news
11,2018-02-22T10:00:29Z,-0.7964,news
12,2018-02-22T16:56:47Z,0.1027,news
13,2018-02-22T01:21:51Z,-0.9201,news
14,2018-02-22T00:05:03Z,0.3818,news
15,2018-02-22T20:26:34Z,-0.6566,news
16,2018-02-22T16:53:53Z,-0.2732,news
17,2018-02-22T02:59:54Z,0.4215,news
18,2018-02-22T09:53:11Z,-0.4939,news
19,2018-02-22T15:38:42Z,-0.8705,news
0,2018-02-23T14:00:00Z,0.4019,news
1,2018-02-23T15:06:51Z,0.1298,news
2,2018-02-23T15:32:33Z,0.4215,news
3,2018-02-23T20:45:00Z,-0.3167,news
4,2018-02-23T01:57:27Z,0.0847,news
5,2018-02-23T21:05:37Z,-0.3182,news
6,2018-02-23T17:54:59Z,-0.5859,news
7,2018-02-23T17:57:46Z,0.1531,news
8,2018-02-23T15:01:29Z,-0.3612,news
9,2018-02-23T23:46:39Z,-0.4767,news
10,2018-02-23T22:03:12Z,0.7346,news
11,2018-02-23T10:00:43Z,-0.34,news
12,2018-02-23T15:25:41Z,-0.0772,news
13,2018-02-23T23:03:19Z,0,news
14,2018-02-23T10:55:11Z,-0.4404,news
15,2018-02-23T04:40:36Z,0.4215,news
16,2018-02-23T17:50:04Z,-0.7845,news
17,2018-02-23T05:08:20Z,0,news
18,2018-02-23T05:08:09Z,0.5106,news
19,2018-02-23T08:18:57Z,-0.0258,news
0,2018-02-24T01:16:00Z,0,news
1,2018-02-24T22:25:00Z,0.7845,news
2,2018-02-24T22:46:13Z,0.0772,news
3,2018-02-24T16:38:41Z,0.4215,news
4,2018-02-24T00:38:09Z,0,news
5,2018-02-24T18:37:16Z,0.6707,news
6,2018-02-24T10:00:22Z,0.8591,news
7,2018-02-24T17:22:40Z,0.3071,news
8,2018-02-24T00:58:41Z,0.0258,news
9,2018-02-24T02:26:15Z,0,news
10,2018-02-24T01:01:38Z,0.4102,news
11,2018-02-24T12:19:15Z,0,news
12,2018-02-24T13:21:41Z,-0.6249,news
13,2018-02-24T21:06:19Z,-0.7184,news
14,2018-02-24T10:52:45Z,-0.9169,news
15,2018-02-24T13:56:38Z,-0.9136,news
16,2018-02-24T13:41:17Z,0.34,news
17,2018-02-24T11:43:33Z,0.5719,news
18,2018-02-24T20:35:25Z,0.765,news
19,2018-02-24T10:00:15Z,0.7998,news
0,2018-02-25T14:00:00Z,0.5574,news
1,2018-02-25T12:00:00Z,0,news
2,2018-02-25T22:15:00Z,-0.836,news
3,2018-02-25T11:00:21Z,0.2023,news
4,2018-02-25T16:46:39Z,0.7717,news
5,2018-02-25T11:31:59Z,0,news
6,2018-02-25T16:33:25Z,0,news
7,2018-02-25T18:56:15Z,0.2716,news
8,2018-02-25T02:42:38Z,-0.5106,news
9,2018-02-25T23:48:35Z,-0.5859,news
10,2018-02-25T16:14:25Z,-0.7096,news
11,2018-02-25T12:49:25Z,0,news
12,2018-02-25T02:03:35Z,0,news
13,2018-02-25T17:21:54Z,0,news
14,2018-02-25T23:42:09Z,0.3612,news
15,2018-02-25T03:07:53Z,0.1027,news
16,2018-02-25T14:23:25Z,0,news
17,2018-02-25T12:58:53Z,0.9252,news
18,2018-02-25T16:56:07Z,-0.0772,news
19,2018-02-25T16:54:35Z,-0.9728,news
0,2018-02-26T16:30:00Z,0.5574,news
1,2018-02-26T19:17:00Z,0.6249,news
2,2018-02-26T20:32:05Z,0.2023,news
3,2018-02-26T18:18:30Z,0.128,news
4,2018-02-26T12:00:00Z,0.2023,news
5,2018-02-26T22:40:00Z,-0.3182,news
6,2018-02-26T10:00:01Z,-0.3313,news
7,2018-02-26T23:18:59Z,0,news
8,2018-02-26T23:58:06Z,-0.1263,news
9,2018-02-26T05:17:23Z,0,news
10,2018-02-26T01:01:53Z,0.7269,news
11,2018-02-26T08:00:25Z,-0.6249,news
12,2018-02-26T18:33:16Z,-0.765,news
13,2018-02-26T05:00:55Z,0.1779,news
14,2018-02-26T21:57:20Z,0.5994,news
15,2018-02-26T10:28:08Z,-0.3182,news
16,2018-02-26T15:29:10Z,-0.296,news
17,2018-02-26T00:40:01Z,0,news
18,2018-02-26T22:05:12Z,0,news
19,2018-02-26T23:30:14Z,-0.743,news
0,2018-02-27T18:01:04Z,-0.5719,news
1,2018-02-27T23:13:03Z,0.34,news
2,2018-02-27T11:00:00Z,0.7845,news
3,2018-02-27T16:04:17Z,0,news
4,2018-02-27T22:00:32Z,0.1779,news
5,2018-02-27T21:30:00Z,-0.2732,news
6,2018-02-27T22:35:00Z,0.2911,news
7,2018-02-27T23:32:14Z,-0.7579,news
8,2018-02-27T21:42:53Z,0.0258,news
9,2018-02-27T13:56:33Z,0.4939,news
10,2018-02-27T23:55:11Z,0.802,news
11,2018-02-27T05:14:15Z,0,news
12,2018-02-27T15:27:27Z,-0.7964,news
13,2018-02-27T02:44:44Z,0,news
14,2018-02-27T10:30:08Z,-0.3818,news
15,2018-02-27T18:38:45Z,-0.6124,news
16,2018-02-27T20:40:58Z,0.0772,news
17,2018-02-27T19:03:30Z,0.1531,news
18,2018-02-27T02:10:12Z,-0.3728,news
19,2018-02-27T12:41:19Z,0,news
0,2018-02-28T12:00:00Z,-0.4939,news
1,2018-02-28T18:00:33Z,0.8442,news
2,2018-02-28T15:55:00Z,-0.8126,news
3,2018-02-28T01:35:00Z,-0.6249,news
4,2018-02-28T10:45:54Z,0.8126,news
5,2018-02-28T10:14:11Z,-0.5994,news
6,2018-02-28T15:47:09Z,-0.8625,news
7,2018-02-28T21:38:19Z,-0.25,news
8,2018-02-28T10:00:49Z,-0.296,news
9,2018-02-28T17:39:48Z,-0.5983,news
10,2018-02-28T23:37:44Z,0.2003,news
11,2018-02-28T14:00:45Z,0.2263,news
12,2018-02-28T10:00:31Z,0,news
13,2018-02-28T14:31:11Z,0,news
14,2018-02-28T17:47:50Z,-0.7641,news
15,2018-02-28T18:08:34Z,-0.4588,news
16,2018-02-28T00:51:57Z,-0.8658,news
17,2018-02-28T16:04:55Z,-0.4404,news
18,2018-02-28T23:08:18Z,-0.9153,news
19,2018-02-28T23:18:07Z,0.128,news
0,2018-03-01T01:26:00Z,-0.3612,news
1,2018-03-01T22:30:00Z,-0.705,news
2,2018-03-01T17:40:00Z,-0.128,news
3,2018-03-01T02:27:36Z,-0.4404,news
4,2018-03-01T12:53:46Z,-0.802,news
5,2018-03-01T10:00:45Z,-0.9118,news
6,2018-03-01T01:51:50Z,-0.25,news
7,2018-03-01T09:32:40Z,0.7096,news
8,2018-03-01T16:45:20Z,-0.3646,news
9,2018-03-01T05:01:59Z,0.4404,news
10,2018-03-01T19:02:53Z,-0.4404,news
11,2018-03-01T04:29:53Z,-0.7351,news
12,2018-03-01T15:03:07Z,-0.7501,news
13,2018-03-01T22:08:37Z,-0.8074,news
14,2018-03-01T23:55:25Z,0.4404,news
15,2018-03-01T10:33:07Z,-0.6124,news
16,2018-03-01T23:00:11Z,0,news
17,2018-03-01T10:00:43Z,-0.7717,news
18,2018-03-01T20:22:47Z,-0.0258,news
19,2018-03-01T00:26:08Z,0.5574,news
0,2018-03-02T14:18:00Z,-0.8044,news
1,2018-03-02T21:59:32Z,0.4939,news
2,2018-03-02T01:06:52Z,0.8074,news
3,2018-03-02T12:00:00Z,0.2023,news
4,2018-03-02T13:21:24Z,0.2584,news
5,2018-03-02T15:13:54Z,-0.8074,news
6,2018-03-02T02:19:58Z,-0.6597,news
7,2018-03-02T19:07:19Z,0.6369,news
8,2018-03-02T21:32:15Z,0.128,news
9,2018-03-02T23:02:20Z,0,news
10,2018-03-02T21:28:43Z,-0.7906,news
11,2018-03-02T05:01:46Z,0,news
12,2018-03-02T15:47:36Z,0.0516,news
13,2018-03-02T19:32:29Z,0.3818,news
14,2018-03-02T17:18:06Z,0,news
15,2018-03-02T10:36:58Z,0.7003,news
16,2018-03-02T11:18:11Z,-0.0258,news
17,2018-03-02T15:26:38Z,-0.8555,news
18,2018-03-02T10:00:55Z,0.4019,news
19,2018-03-02T10:01:24Z,-0.8225,news
0,2018-03-03T00:42:41Z,0.34,news
1,2018-03-03T21:03:40Z,-0.8316,news
2,2018-03-03T00:51:19Z,-0.4215,news
3,2018-03-03T04:00:18Z,0.6124,news
4,2018-03-03T13:13:15Z,0.8176,news
5,2018-03-03T00:36:49Z,0.7906,news
6,2018-03-03T02:17:36Z,-0.0258,news
7,2018-03-03T16:32:12Z,0.2263,news
8,2018-03-03T18:53:41Z,-0.9042,news
9,2018-03-03T17:18:05Z,-0.6808,news
10,2018-03-03T10:08:34Z,0.2263,news
11,2018-03-03T02:04:00Z,0.1531,news
12,2018-03-03T18:16:47Z,0.2263,news
13,2018-03-03T17:00:48Z,0,news
14,2018-03-03T17:28:02Z,0,news
15,2018-03-03T12:17:36Z,-0.743,news
16,2018-03-03T11:55:31Z,0.0516,news
17,2018-03-03T14:00:19Z,-0.4033,news
18,2018-03-03T13:00:23Z,0.0395,news
19,2018-03-03T19:33:59Z,-0.8979,news
0,2018-03-04T14:00:00Z,0.4404,news
1,2018-03-04T17:01:50Z,-0.9505,news
2,2018-03-04T17:17:01Z,0.6775,news
3,2018-03-04T04:41:10Z,0.7351,news
4,2018-03-04T00:01:01Z,0.2732,news
5,2018-03-04T11:57:30Z,0.2023,news
6,2018-03-04T19:17:33Z,0,news
7,2018-03-04T14:50:53Z,0.8636,news
8,2018-03-04T10:00:32Z,0.6908,news
9,2018-03-04T01:54:01Z,0.6705,news
10,2018-03-04T14:28:02Z,0.6743,news
11,2018-03-04T13:34:19Z,-0.4939,news
12,2018-03-04T23:55:00Z,0.1779,news
13,2018-03-04T20:57:47Z,0.25,news
14,2018-03-04T13:52:35Z,-0.296,news
15,2018-03-04T05:48:27Z,0.2263,news
16,2018-03-04T22:57:02Z,-0.7717,news
17,2018-03-04T04:27:12Z,0.8247,news
18,2018-03-04T04:14:02Z,-0.3612,news
19,2018-03-04T19:00:16Z,-0.296,news
0,2018-03-05T22:07:00Z,0,news
1,2018-03-05T12:00:00Z,-0.5719,news
2,2018-03-05T01:41:00Z,-0.0516,news
3,2018-03-05T10:00:51Z,-0.5267,news
4,2018-03-05T16:55:39Z,-0.5994,news
5,2018-03-05T08:00:30Z,-0.0516,news
6,2018-03-05T13:58:06Z,0.8225,news
7,2018-03-05T22:53:17Z,0.296,news
8,2018-03-05T21:19:13Z,-0.7125,news
9,2018-03-05T01:52:16Z,0,news
10,2018-03-05T10:45:25Z,0,news
11,2018-03-05T10:45:26Z,0.0258,news
12,2018-03-05T10:45:26Z,0.4404,news
13,2018-03-05T22:53:23Z,0,news
14,2018-03-05T19:17:50Z,0,news
15,2018-03-05T10:33:25Z,0.8979,news
16,2018-03-05T22:21:47Z,0.296,news
17,2018-03-05T21:29:40Z,0.4588,news
18,2018-03-05T21:32:58Z,0.3818,news
19,2018-03-05T16:17:41Z,0.8779,news
0,2018-03-06T02:00:00Z,-0.1318,news
1,2018-03-06T08:23:02Z,0.875,news
2,2018-03-06T19:10:32Z,-0.7096,news
3,2018-03-06T23:45:17Z,-0.0972,news
4,2018-03-06T01:17:49Z,-0.296,news
5,2018-03-06T19:27:52Z,0,news
6,2018-03-06T19:54:12Z,-0.3248,news
7,2018-03-06T22:33:51Z,-0.6124,news
8,2018-03-06T23:25:23Z,0.2263,news
9,2018-03-06T14:22:05Z,-0.7717,news
10,2018-03-06T01:47:26Z,0.1655,news
11,2018-03-06T00:32:26Z,-0.6808,news
12,2018-03-06T10:49:30Z,0.4019,news
13,2018-03-06T05:07:58Z,0,news
14,2018-03-06T21:16:19Z,-0.121,news
15,2018-03-06T01:47:46Z,-0.6597,news
16,2018-03-06T02:38:36Z,0.7351,news
17,2018-03-06T22:53:30Z,0.0584,news
18,2018-03-06T20:54:24Z,-0.34,news
19,2018-03-06T11:05:23Z,0,news
0,2018-03-07T00:04:00Z,0.7906,news
1,2018-03-07T18:17:00Z,0.2732,news
2,2018-03-07T12:00:00Z,-0.349,news
3,2018-03-07T05:30:00Z,-0.6124,news
4,2018-03-07T19:17:00Z,-0.6901,news
5,2018-03-07T18:55:00Z,-0.8779,news
6,2018-03-07T19:45:00Z,-0.9022,news
7,2018-03-07T03:08:59Z,-0.2263,news
8,2018-03-07T00:43:53Z,0.34,news
9,2018-03-07T00:46:17Z,0.4404,news
10,2018-03-07T01:36:04Z,0,news
11,2018-03-07T06:30:06Z,0.7269,news
12,2018-03-07T22:52:17Z,0,news
13,2018-03-07T17:16:07Z,0.7906,news
14,2018-03-07T09:53:28Z,0.4404,news
15,2018-03-07T18:07:54Z,-0.6597,news
16,2018-03-07T10:00:41Z,0.8074,news
17,2018-03-07T22:11:59Z,0.9064,news
18,2018-03-07T01:03:29Z,0.9349,news
19,2018-03-07T20:55:52Z,0.9022,news
0,2018-03-08T23:32:00Z,-0.6705,news
1,2018-03-08T17:28:00Z,-0.7269,news
2,2018-03-08T11:41:00Z,0.0752,news
3,2018-03-08T15:01:39Z,0.7003,news
4,2018-03-08T17:20:00Z,0,news
5,2018-03-08T00:20:00Z,-0.7269,news
6,2018-03-08T23:45:00Z,-0.7184,news
7,2018-03-08T13:05:00Z,-0.759,news
8,2018-03-08T23:12:27Z,0,news
9,2018-03-08T01:26:48Z,0.2374,news
10,2018-03-08T21:12:10Z,-0.9022,news
11,2018-03-08T18:54:33Z,-0.3612,news
12,2018-03-08T20:24:51Z,-0.7096,news
13,2018-03-08T22:21:07Z,0.8402,news
14,2018-03-08T16:30:00Z,0.4215,news
15,2018-03-08T13:30:00Z,0.7506,news
16,2018-03-08T06:19:06Z,0.7096,news
17,2018-03-08T10:02:10Z,0.25,news
18,2018-03-08T10:00:11Z,0.5859,news
19,2018-03-08T17:40:37Z,0.2023,news
0,2018-03-09T02:19:02Z,-0.5837,news
1,2018-03-09T07:16:38Z,0.296,news
2,2018-03-09T22:44:20Z,0.7964,news
3,2018-03-09T12:30:00Z,0.5423,news
4,2018-03-09T00:20:00Z,-0.34,news
5,2018-03-09T17:21:00Z,0.0516,news
6,2018-03-09T20:12:01Z,-0.5423,news
7,2018-03-09T19:09:04Z,0,news
8,2018-03-09T14:58:12Z,0,news
9,2018-03-09T01:12:16Z,0.2732,news
10,2018-03-09T04:57:35Z,0,news
11,2018-03-09T07:39:25Z,-0.2023,news
12,2018-03-09T00:16:47Z,0.6808,news
13,2018-03-09T22:48:50Z,0,news
14,2018-03-09T02:47:16Z,0.6249,news
15,2018-03-09T10:00:16Z,0.2263,news
16,2018-03-09T05:04:05Z,0,news
17,2018-03-09T10:00:22Z,0.2732,news
18,2018-03-09T15:58:45Z,-0.2927,news
19,2018-03-09T16:02:18Z,-0.9317,news
0,2018-03-10T03:01:59Z,-0.4215,news
1,2018-03-10T22:53:34Z,-0.8357,news
2,2018-03-10T20:13:40Z,0,news
3,2018-03-10T01:48:40Z,0.3818,news
4,2018-03-10T20:28:47Z,0.4019,news
5,2018-03-10T10:00:02Z,0.6369,news
6,2018-03-10T16:57:57Z,0.4019,news
7,2018-03-10T01:40:06Z,-0.3818,news
8,2018-03-10T01:34:44Z,-0.2406,news
9,2018-03-10T01:38:54Z,0.2047,news
